"","id","agencyID","Name.en","Name.lt","Description.en","Description.lt","version","uri","urn","isExternalReference","isFinal","validFrom","validTo","dsdRef"
"2812","S8R270_M4060404_4","LSD","S8R270 - Floor area of new non-residential buildings for which building permits were granted","S8R270 - Leistų statyti naujų negyvenamųjų pastatų plotas","Classification of Types of Construction (CC) (types of non-residential buildings) (1999 - 2018) (Was renewed: 2019-02-28)","Statinių pagal tipą klasifikatorius (CC) (negyvenamųjų pastatų tipai) (1999 - 2018) (Atnaujinta: 2019-02-28)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S8R270_M4060404_4(1.0)",FALSE,FALSE,NA,NA,"M4060404_4"
"2813","S8R271_M4060304_2","LSD","S8R271 - Number of new non-residential buildings for which building permits were granted","S8R271 - Leistų statyti naujų negyvenamųjų pastatų skaičius","Classification of Types of Construction (CC) (types of non-residential buildings) (1999K1 - 2018K4) (Was renewed: 2019-02-28)","Statinių pagal tipą klasifikatorius (CC) (negyvenamųjų pastatų tipai) (1999K1 - 2018K4) (Atnaujinta: 2019-02-28)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S8R271_M4060304_2(1.0)",FALSE,FALSE,NA,NA,"M4060304_2"
"2814","S8R271_M4060306_2","LSD","S8R271 - Number of new non-residential buildings for which building permits were granted","S8R271 - Leistų statyti naujų negyvenamųjų pastatų skaičius","Administrative territory | Classification of Types of Construction (CC) (non-residential buildings) (2007K1 - 2018K4) (Was renewed: 2019-02-28)","Administracinė teritorija | Statinių pagal tipą klasifikatorius (CC) (negyvenamieji pastatai) (2007K1 - 2018K4) (Atnaujinta: 2019-02-28)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S8R271_M4060306_2(1.0)",FALSE,FALSE,NA,NA,"M4060306_2"
"2815","S8R271_M4060404_1","LSD","S8R271 - Number of new non-residential buildings for which building permits were granted","S8R271 - Leistų statyti naujų negyvenamųjų pastatų skaičius","Classification of Types of Construction (CC) (types of non-residential buildings) (1999 - 2018) (Was renewed: 2019-02-28)","Statinių pagal tipą klasifikatorius (CC) (negyvenamųjų pastatų tipai) (1999 - 2018) (Atnaujinta: 2019-02-28)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S8R271_M4060404_1(1.0)",FALSE,FALSE,NA,NA,"M4060404_1"
"2816","S8R271_M4060405_1","LSD","S8R271 - Number of new non-residential buildings for which building permits were granted","S8R271 - Leistų statyti naujų negyvenamųjų pastatų skaičius","Administrative territory | Classification of Types of Construction (CC) (non-residential buildings) (1997 - 2018) (Was renewed: 2019-02-28)","Administracinė teritorija | Statinių pagal tipą klasifikatorius (CC) (negyvenamieji pastatai) (1997 - 2018) (Atnaujinta: 2019-02-28)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S8R271_M4060405_1(1.0)",FALSE,FALSE,NA,NA,"M4060405_1"
"2817","S8R272_M4100101","LSD","S8R272 - Balance sheet variables of the Bank of Lithuania","S8R272 - Lietuvos banko balansas","Statistical indicators (2003 - 2014) (Not be renewed)","Statistiniai rodikliai (2003 - 2014) (Neatnaujinamas)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S8R272_M4100101(1.0)",FALSE,FALSE,NA,NA,"M4100101"
"2818","S8R272_M4100101_1","LSD","S8R272 - Balance sheet variables of the Bank of Lithuania","S8R272 - Lietuvos banko balansas","Statistical indicators (2014 - 2017) (Was renewed: 2018-08-20)","Statistiniai rodikliai (2014 - 2017) (Atnaujinta: 2018-08-20)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S8R272_M4100101_1(1.0)",FALSE,FALSE,NA,NA,"M4100101_1"
"2819","S8R273_M4100102","LSD","S8R273 - Profit (loss) statement variables of the Bank of Lithuania","S8R273 - Lietuvos banko pelno (nuostolių) ataskaita","Statistical indicators (2003 - 2017) (Was renewed: 2018-08-20)","Statistiniai rodikliai (2003 - 2017) (Atnaujinta: 2018-08-20)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S8R273_M4100102(1.0)",FALSE,FALSE,NA,NA,"M4100102"
"2820","S8R274_M4070303_5","LSD","S8R274 - Number of catering units of food and beverage service enterprises at the end of the year","S8R274 - Maitinimo ir gėrimų teikimo veiklos įmonių maitinimo vienetų skaičius metų pabaigoje","Administrative territory | Economic activity (NACE Rev. 1.1) (2000 - 2008) (Not be renewed)","Administracinė teritorija | Ekonominės veiklos rūšis (EVRK 1.1 red.) (2000 - 2008) (Neatnaujinamas)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S8R274_M4070303_5(1.0)",FALSE,FALSE,NA,NA,"M4070303_5"
"2821","S8R275_M4070303_3","LSD","S8R275 - Number of seats in the catering units of food and beverage service enterprises at the end of the year","S8R275 - Maitinimo ir gėrimų teikimo veiklos įmonių maitinimo vienetų vietų skaičius metų pabaigoje","Administrative territory | Economic activity (NACE Rev. 1.1) (2000 - 2008) (Not be renewed)","Administracinė teritorija | Ekonominės veiklos rūšis (EVRK 1.1 red.) (2000 - 2008) (Neatnaujinamas)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S8R275_M4070303_3(1.0)",FALSE,FALSE,NA,NA,"M4070303_3"
"2822","S8R276_M4070304_4","LSD","S8R276 - Turnover of catering enterprises (VAT included) at current prices","S8R276 - Maitinimo įmonių apyvarta (įskaitant PVM) to meto kainomis","Administrative territory (1995 - 2002) (Not be renewed)","Administracinė teritorija (1995 - 2002) (Neatnaujinamas)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S8R276_M4070304_4(1.0)",FALSE,FALSE,NA,NA,"M4070304_4"
"2823","S8R277_M4030901_1","LSD","S8R277 - Current assets to equity ratio","S8R277 - Manevringumo koeficientas","Economic activity (NACE Rev. 1.1, 2-digit level) (2000 - 2008) (Not be renewed)","Ekonominės veiklos rūšis (EVRK 1.1 red., 2 ženklų lygiu) (2000 - 2008) (Neatnaujinamas)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S8R277_M4030901_1(1.0)",FALSE,FALSE,NA,NA,"M4030901_1"
"2824","S8R277_M4032203_2","LSD","S8R277 - Current assets to equity ratio","S8R277 - Manevringumo koeficientas","Economic activity (NACE Rev. 1.1) (1998K1 - 2008K4) (Not be renewed)","Ekonominės veiklos rūšis (EVRK 1.1 red.) (1998K1 - 2008K4) (Neatnaujinamas)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S8R277_M4032203_2(1.0)",FALSE,FALSE,NA,NA,"M4032203_2"
"2825","S8R279_M4040302_1","LSD","S8R279 - Investment in tangible fixed assets at current prices (before 2004)","S8R279 - Materialinės investicijos to meto kainomis (iki 2004 m.)","Administrative territory (1995 - 2003) (Not be renewed)","Administracinė teritorija (1995 - 2003) (Neatnaujinamas)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S8R279_M4040302_1(1.0)",FALSE,FALSE,NA,NA,"M4040302_1"
"2826","S8R281_M4040304","LSD","S8R281 - Investment in tangible fixed assets at current prices","S8R281 - Materialinės investicijos to meto kainomis","Administrative territory | Economic activity (NACE Rev. 2) (2004 - 2017) (Was renewed: 2018-11-16)","Administracinė teritorija | Ekonominės veiklos rūšis (EVRK 2 red.) (2004 - 2017) (Atnaujinta: 2018-11-16)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S8R281_M4040304(1.0)",FALSE,FALSE,NA,NA,"M4040304"
"2827","S8R281_M4040303","LSD","S8R281 - Investment in tangible fixed assets at current prices","S8R281 - Materialinės investicijos to meto kainomis","Administrative territory (from 2000) | Economic activity (NACE Rev. 1.1) (2006 - 2007) (Not be renewed)","Administracinė teritorija (nuo 2000 m.) | Ekonominės veiklos rūšis (EVRK 1.1 red.) (2006 - 2007) (Neatnaujinamas)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S8R281_M4040303(1.0)",FALSE,FALSE,NA,NA,"M4040303"
"2828","S8R281_M4040301_1","LSD","S8R281 - Investment in tangible fixed assets at current prices","S8R281 - Materialinės investicijos to meto kainomis","Administrative territory (2004 - 2017) (Was renewed: 2018-11-16)","Administracinė teritorija (2004 - 2017) (Atnaujinta: 2018-11-16)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S8R281_M4040301_1(1.0)",FALSE,FALSE,NA,NA,"M4040301_1"
"2829","S8R281_M4040306_1","LSD","S8R281 - Investment in tangible fixed assets at current prices","S8R281 - Materialinės investicijos to meto kainomis","Economic activity (NACE Rev. 1.1) (section level) (2002 - 2008) (Not be renewed)","Ekonominės veiklos rūšis (EVRK 1.1 red.) (sekcijų lygiu) (2002 - 2008) (Neatnaujinamas)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S8R281_M4040306_1(1.0)",FALSE,FALSE,NA,NA,"M4040306_1"
"2830","S8R281_M4040307_1","LSD","S8R281 - Investment in tangible fixed assets at current prices","S8R281 - Materialinės investicijos to meto kainomis","Economic activity (NACE Rev. 2, section level) (2005 - 2017) (Was renewed: 2018-11-16)","Ekonominės veiklos rūšis (EVRK 2 red., sekcijų lygiu) (2005 - 2017) (Atnaujinta: 2018-11-16)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S8R281_M4040307_1(1.0)",FALSE,FALSE,NA,NA,"M4040307_1"
"2831","S8R282_M4031702_1","LSD","S8R282 - Material and similar costs (Individual enterprises)","S8R282 - Materialinės ir joms prilygintos sąnaudos (individualiųjų įmonių)","Economic activity (NACE Rev. 2) (2000 - 2017) (Was renewed: 2018-11-06)","Ekonominės veiklos rūšis (EVRK 2 red., 2 ženklų lygiu) (2000 - 2017) (Atnaujinta: 2018-11-06)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S8R282_M4031702_1(1.0)",FALSE,FALSE,NA,NA,"M4031702_1"
"2832","S8R285_M4040101_2","LSD","S8R285 - Indexes of investment in tangible fixed assets, compared to the corresponding period of the previous year","S8R285 - Materialinių investicijų indeksai, palyginti su praėjusių metų atitinkamu laikotarpiu","Purpose (1996K1 - 2018K4) (Was renewed: 2019-03-04)","Paskirtis (1996K1 - 2018K4) (Atnaujinta: 2019-03-04)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S8R285_M4040101_2(1.0)",FALSE,FALSE,NA,NA,"M4040101_2"
"2833","S8R285_M4040102_2","LSD","S8R285 - Indexes of investment in tangible fixed assets, compared to the corresponding period of the previous year","S8R285 - Materialinių investicijų indeksai, palyginti su praėjusių metų atitinkamu laikotarpiu","Economic activity (NACE Rev. 1.1) (2003K1 - 2008K4) (Not be renewed)","Ekonominės veiklos rūšis (EVRK 1.1 red.) (2003K1 - 2008K4) (Neatnaujinamas)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S8R285_M4040102_2(1.0)",FALSE,FALSE,NA,NA,"M4040102_2"
"2834","S8R285_M4040104_2","LSD","S8R285 - Indexes of investment in tangible fixed assets, compared to the corresponding period of the previous year","S8R285 - Materialinių investicijų indeksai, palyginti su praėjusių metų atitinkamu laikotarpiu","Economic activity (NACE Rev. 2) (2005K1 - 2018K4) (Was renewed: 2019-03-04)","Ekonominės veiklos rūšis (EVRK 2 red.) (2005K1 - 2018K4) (Atnaujinta: 2019-03-04)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S8R285_M4040104_2(1.0)",FALSE,FALSE,NA,NA,"M4040104_2"
"2835","S8R285_M4040202_2","LSD","S8R285 - Indexes of investment in tangible fixed assets, compared to the corresponding period of the previous year","S8R285 - Materialinių investicijų indeksai, palyginti su praėjusių metų atitinkamu laikotarpiu","Purpose (1997 - 2018) (Was renewed: 2019-03-04)","Paskirtis (1997 - 2018) (Atnaujinta: 2019-03-04)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S8R285_M4040202_2(1.0)",FALSE,FALSE,NA,NA,"M4040202_2"
"2836","S8R285_M4040203_2","LSD","S8R285 - Indexes of investment in tangible fixed assets, compared to the corresponding period of the previous year","S8R285 - Materialinių investicijų indeksai, palyginti su praėjusių metų atitinkamu laikotarpiu","Economic activity (NACE Rev. 1.1) (section level) (2000 - 2008) (Not be renewed)","Ekonominės veiklos rūšis (EVRK 1.1 red.) (sekcijų lygiu) (2000 - 2008) (Neatnaujinamas)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S8R285_M4040203_2(1.0)",FALSE,FALSE,NA,NA,"M4040203_2"
"2837","S8R285_M4040204_2","LSD","S8R285 - Indexes of investment in tangible fixed assets, compared to the corresponding period of the previous year","S8R285 - Materialinių investicijų indeksai, palyginti su praėjusių metų atitinkamu laikotarpiu","Economic activity (NACE Rev. 2) (2005 - 2018) (Was renewed: 2019-03-04)","Ekonominės veiklos rūšis (EVRK 2 red.) (2005 - 2018) (Atnaujinta: 2019-03-04)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S8R285_M4040204_2(1.0)",FALSE,FALSE,NA,NA,"M4040204_2"
"2838","S8R286_M4040102_2","LSD","S8R286 - Structure of investment in tangible fixed assets (I-IV quarters)","S8R286 - Materialinių investicijų struktūra (I-IV ketv.)","Economic activity (NACE Rev. 1.1) (2003K1 - 2008K4) (Not be renewed)","Ekonominės veiklos rūšis (EVRK 1.1 red.) (2003K1 - 2008K4) (Neatnaujinamas)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S8R286_M4040102_2(1.0)",FALSE,FALSE,NA,NA,"M4040102_2"
"2839","S8R286_M4040104_2","LSD","S8R286 - Structure of investment in tangible fixed assets (I-IV quarters)","S8R286 - Materialinių investicijų struktūra (I-IV ketv.)","Economic activity (NACE Rev. 2) (2005K1 - 2018K4) (Was renewed: 2019-03-04)","Ekonominės veiklos rūšis (EVRK 2 red.) (2005K1 - 2018K4) (Atnaujinta: 2019-03-04)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S8R286_M4040104_2(1.0)",FALSE,FALSE,NA,NA,"M4040104_2"
"2840","S8R286_M4040204_2","LSD","S8R286 - Structure of investment in tangible fixed assets (I-IV quarters)","S8R286 - Materialinių investicijų struktūra (I-IV ketv.)","Economic activity (NACE Rev. 2) (2005 - 2018) (Was renewed: 2019-03-04)","Ekonominės veiklos rūšis (EVRK 2 red.) (2005 - 2018) (Atnaujinta: 2019-03-04)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S8R286_M4040204_2(1.0)",FALSE,FALSE,NA,NA,"M4040204_2"
"2841","S8R288_M4040306_2","LSD","S8R288 - Structure of investment in tangible fixed assets","S8R288 - Materialinių investicijų struktūra","Economic activity (NACE Rev. 1.1) (section level) (2002 - 2008) (Not be renewed)","Ekonominės veiklos rūšis (EVRK 1.1 red.) (sekcijų lygiu) (2002 - 2008) (Neatnaujinamas)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S8R288_M4040306_2(1.0)",FALSE,FALSE,NA,NA,"M4040306_2"
"2842","S8R288_M4040307_2","LSD","S8R288 - Structure of investment in tangible fixed assets","S8R288 - Materialinių investicijų struktūra","Economic activity (NACE Rev. 2, section level) (2005 - 2017) (Was renewed: 2018-11-16)","Ekonominės veiklos rūšis (EVRK 2 red., sekcijų lygiu) (2005 - 2017) (Atnaujinta: 2018-11-16)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S8R288_M4040307_2(1.0)",FALSE,FALSE,NA,NA,"M4040307_2"
"2843","S8R289_M4040301_2","LSD","S8R289 - Investment in tangible fixed assets per capita","S8R289 - Materialinės investicijos, tenkančios vienam gyventojui","Administrative territory (2004 - 2017) (Was renewed: 2018-11-16)","Administracinė teritorija (2004 - 2017) (Atnaujinta: 2018-11-16)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S8R289_M4040301_2(1.0)",FALSE,FALSE,NA,NA,"M4040301_2"
"2844","S8R290_M4040302_2","LSD","S8R290 - Investment in tangible fixed assets per capita (before 2004)","S8R290 - Materialinės investicijos, tenkančios vienam gyventojui (iki 2004 m.)","Administrative territory (1995 - 2003) (Not be renewed)","Administracinė teritorija (1995 - 2003) (Neatnaujinamas)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S8R290_M4040302_2(1.0)",FALSE,FALSE,NA,NA,"M4040302_2"
"2845","S8R292_M4070101_2","LSD","S8R292 - Turnover (VAT excluded) indices of retail trade, motor vehicles,  catering enterprises at constant prices","S8R292 - Mažmeninės prekybos, variklinių transporto priemonių, maitinimo įmonių apyvartos (be PVM) indeksai palyginamosiomis kainomis","Economic activity (NACE Rev. 1.1) (1993M01 - 2008M12) (Not be renewed)","Ekonominės veiklos rūšis (EVRK 1.1 red.) (1993M01 - 2008M12) (Neatnaujinamas)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S8R292_M4070101_2(1.0)",FALSE,FALSE,NA,NA,"M4070101_2"
"2846","S8R292_M4070102_2","LSD","S8R292 - Turnover (VAT excluded) indices of retail trade, motor vehicles,  catering enterprises at constant prices","S8R292 - Mažmeninės prekybos, variklinių transporto priemonių, maitinimo įmonių apyvartos (be PVM) indeksai palyginamosiomis kainomis","Economic activity (NACE Rev. 2) (1998M01 - 2012M12) (Not be renewed)","Ekonominės veiklos rūšis (EVRK 2 red.) (1998M01 - 2012M12) (Neatnaujinamas)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S8R292_M4070102_2(1.0)",FALSE,FALSE,NA,NA,"M4070102_2"
"2847","S8R292_M4070204_2","LSD","S8R292 - Turnover (VAT excluded) indices of retail trade, motor vehicles,  catering enterprises at constant prices","S8R292 - Mažmeninės prekybos, variklinių transporto priemonių, maitinimo įmonių apyvartos (be PVM) indeksai palyginamosiomis kainomis","Economic activity (NACE Rev. 2) (1998K1 - 2012K4) (Not be renewed)","Ekonominės veiklos rūšis (EVRK 2 red.) (1998K1 - 2012K4) (Neatnaujinamas)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S8R292_M4070204_2(1.0)",FALSE,FALSE,NA,NA,"M4070204_2"
"2848","S8R292_M4070302_2","LSD","S8R292 - Turnover (VAT excluded) indices of retail trade, motor vehicles,  catering enterprises at constant prices","S8R292 - Mažmeninės prekybos, variklinių transporto priemonių, maitinimo įmonių apyvartos (be PVM) indeksai palyginamosiomis kainomis","Economic activity (NACE Rev. 1.1) (2000 - 2008) (Not be renewed)","Ekonominės veiklos rūšis (EVRK 1.1 red.) (2000 - 2008) (Neatnaujinamas)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S8R292_M4070302_2(1.0)",FALSE,FALSE,NA,NA,"M4070302_2"
"2849","S8R292_M4070306_2","LSD","S8R292 - Turnover (VAT excluded) indices of retail trade, motor vehicles,  catering enterprises at constant prices","S8R292 - Mažmeninės prekybos, variklinių transporto priemonių, maitinimo įmonių apyvartos (be PVM) indeksai palyginamosiomis kainomis","Economic activity (NACE Rev. 2) (1998 - 2012) (Not be renewed)","Ekonominės veiklos rūšis (EVRK 2 red.) (1998 - 2012) (Neatnaujinamas)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S8R292_M4070306_2(1.0)",FALSE,FALSE,NA,NA,"M4070306_2"
"2850","S8R293_M4090701","LSD","S8R293 - Annual number of trips by visitors","S8R293 - Metinis lankytojų srautų kelionių skaičius","Type of tourists (1995 - 2017) (Was renewed: 2018-06-08)","Turistų tipas (1995 - 2017) (Atnaujinta: 2018-06-08)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S8R293_M4090701(1.0)",FALSE,FALSE,NA,NA,"M4090701"
"2851","S8R293_M4090704","LSD","S8R293 - Annual number of trips by visitors","S8R293 - Metinis lankytojų srautų kelionių skaičius","Group of visitors | Type of tourists | Type of transport (2008 - 2017) (Was renewed: 2018-06-08)","Lankytojų grupė | Transporto rūšis | Turistų tipas (2008 - 2017) (Atnaujinta: 2018-06-08)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S8R293_M4090704(1.0)",FALSE,FALSE,NA,NA,"M4090704"
"2852","S8R294_M4090703","LSD","S8R294 - Monthly number of trips by visitors","S8R294 - Mėnesinis lankytojų srautų kelionių skaičius","Type of tourists | Type of transport (2007M01 - 2018M12) (Was renewed: 2019-03-08)","Transporto rūšis | Turistų tipas (2007M01 - 2018M12) (Atnaujinta: 2019-03-08)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S8R294_M4090703(1.0)",FALSE,FALSE,NA,NA,"M4090703"
"2853","S8R295_M4090501_2","LSD","S8R295 - Travel agencies and tour operators income for provided services","S8R295 - Kelionių agentūrų ir kelionių organizatorių pajamos už suteiktas paslaugas","Services | Type of tourists (2004K1 - 2018K4) (Was renewed: 2019-03-22)","Paslaugos | Turistų tipas (2004K1 - 2018K4) (Atnaujinta: 2019-03-22)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S8R295_M4090501_2(1.0)",FALSE,FALSE,NA,NA,"M4090501_2"
"2854","S8R296_M4032007_12","LSD","S8R296 - Payments to subcontractors in non-financial enterprises","S8R296 - Išlaidos subrangovų atliktiems darbams (nefinansų įmonių)","Economic activity (NACE Rev. 2, 4-digit level) (2000 - 2017) (Was renewed: 2018-11-06)","Ekonominės veiklos rūšis (EVRK 2 red., 4 ženklų lygiu) (2000 - 2017) (Atnaujinta: 2018-11-06)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S8R296_M4032007_12(1.0)",FALSE,FALSE,NA,NA,"M4032007_12"
"2855","S8R299_M4060304_4","LSD","S8R299 - Number of building permits for the construction of new non-residential buildings","S8R299 - Naujų negyvenamųjų pastatų statybą leidžiančių dokumentų skaičius","Classification of Types of Construction (CC) (types of non-residential buildings) (1999K1 - 2018K4) (Was renewed: 2019-02-28)","Statinių pagal tipą klasifikatorius (CC) (negyvenamųjų pastatų tipai) (1999K1 - 2018K4) (Atnaujinta: 2019-02-28)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S8R299_M4060304_4(1.0)",FALSE,FALSE,NA,NA,"M4060304_4"
"2856","S8R299_M4060306_2","LSD","S8R299 - Number of building permits for the construction of new non-residential buildings","S8R299 - Naujų negyvenamųjų pastatų statybą leidžiančių dokumentų skaičius","Administrative territory | Classification of Types of Construction (CC) (non-residential buildings) (2007K1 - 2018K4) (Was renewed: 2019-02-28)","Administracinė teritorija | Statinių pagal tipą klasifikatorius (CC) (negyvenamieji pastatai) (2007K1 - 2018K4) (Atnaujinta: 2019-02-28)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S8R299_M4060306_2(1.0)",FALSE,FALSE,NA,NA,"M4060306_2"
"2857","S8R299_M4060404_1","LSD","S8R299 - Number of building permits for the construction of new non-residential buildings","S8R299 - Naujų negyvenamųjų pastatų statybą leidžiančių dokumentų skaičius","Classification of Types of Construction (CC) (types of non-residential buildings) (1999 - 2018) (Was renewed: 2019-02-28)","Statinių pagal tipą klasifikatorius (CC) (negyvenamųjų pastatų tipai) (1999 - 2018) (Atnaujinta: 2019-02-28)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S8R299_M4060404_1(1.0)",FALSE,FALSE,NA,NA,"M4060404_1"
"2858","S8R299_M4060405_1","LSD","S8R299 - Number of building permits for the construction of new non-residential buildings","S8R299 - Naujų negyvenamųjų pastatų statybą leidžiančių dokumentų skaičius","Administrative territory | Classification of Types of Construction (CC) (non-residential buildings) (1997 - 2018) (Was renewed: 2019-02-28)","Administracinė teritorija | Statinių pagal tipą klasifikatorius (CC) (negyvenamieji pastatai) (1997 - 2018) (Atnaujinta: 2019-02-28)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S8R299_M4060405_1(1.0)",FALSE,FALSE,NA,NA,"M4060405_1"
"2859","S8R300_M4060105_1","LSD","S8R300 - Construction work carried out abroad at current prices","S8R300 - Užsienyje atlikti statybos darbai to meto kainomis","Total (2000K1 - 2009K3) (Not be renewed)","Suminis (2000K1 - 2009K3) (Neatnaujinamas)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S8R300_M4060105_1(1.0)",FALSE,FALSE,NA,NA,"M4060105_1"
"2860","S8R300_M4060116_1","LSD","S8R300 - Construction work carried out abroad at current prices","S8R300 - Užsienyje atlikti statybos darbai to meto kainomis","Total (2000K1 - 2018K4) (Was renewed: 2019-02-14)","Suminis (2000K1 - 2018K4) (Atnaujinta: 2019-02-14)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S8R300_M4060116_1(1.0)",FALSE,FALSE,NA,NA,"M4060116_1"
"2861","S8R300_M4060205_1","LSD","S8R300 - Construction work carried out abroad at current prices","S8R300 - Užsienyje atlikti statybos darbai to meto kainomis","Total (2000 - 2008) (Not be renewed)","Suminis (2000 - 2008) (Neatnaujinamas)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S8R300_M4060205_1(1.0)",FALSE,FALSE,NA,NA,"M4060205_1"
"2862","S8R300_M4060210_1","LSD","S8R300 - Construction work carried out abroad at current prices","S8R300 - Užsienyje atlikti statybos darbai to meto kainomis","Total (2000 - 2018) (Was renewed: 2019-02-14)","Suminis (2000 - 2018) (Atnaujinta: 2019-02-14)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S8R300_M4060210_1(1.0)",FALSE,FALSE,NA,NA,"M4060210_1"
"2863","S8R304_M4040205","LSD","S8R304 - Investment in intangible fixed assets at current prices","S8R304 - Nematerialinės investicijos to meto kainomis","Economic activity (NACE Rev. 2, section level) (2008 - 2018) (Was renewed: 2019-03-04)","Ekonominės veiklos rūšis (EVRK 2 red., sekcijų lygiu) (2008 - 2018) (Atnaujinta: 2019-03-04)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S8R304_M4040205(1.0)",FALSE,FALSE,NA,NA,"M4040205"
"2864","S8R304_M4040107","LSD","S8R304 - Investment in intangible fixed assets at current prices","S8R304 - Nematerialinės investicijos to meto kainomis","Economic activity (NACE Rev. 2, section level) (2008K1 - 2018K4) (Was renewed: 2019-03-04)","Ekonominės veiklos rūšis (EVRK 2 red., sekcijų lygiu) (2008K1 - 2018K4) (Atnaujinta: 2019-03-04)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S8R304_M4040107(1.0)",FALSE,FALSE,NA,NA,"M4040107"
